review,rating
"It's been a few months since I started using this. Initially it was too tight on the ears, but now it is comfortable. Sound quality and microphone quality are good. So far, there are no problems, and it seems like a sturdy product. It has a one-year warranty, which is comforting (if the warranty is serviced as promised). Overall, definitely value for money. Excellent for online classes.",5.0 out of 5 stars
value for money,5.0 out of 5 stars
Worthy,4.0 out of 5 stars
Build quality is good. But sound quality is just average but according to price it's ok.,4.0 out of 5 stars
The quality is nice I use for listening music gaming and also for study use its great you can buy no doubt that it is wrong thing or product do purchase….,5.0 out of 5 stars
"Poor quality, better go for sony",2.0 out of 5 stars
"Apart from the decent sound and very good bass ,The Built is quite sturdy...",4.0 out of 5 stars
"Other person hardly hear our voice when talking thru mic. There is a lot of background noice and mic crack sounds.
I put plaster to the mic and attached it to the band..
Worst experience",2.0 out of 5 stars
"Quality, packaging, delivery are satisfactory. Seems to be a little frail. good product at this price.",4.0 out of 5 stars
"I'll give an above average rating for the product after 1 month use. The length of the wire is longer than expected, which makes it hard to carry around. Except the length of the wire, the product is great. I use it to connect to system and mobile for work and music respectively. Good product with sound quality and bass. Noise cancellation needs a little improvement.",4.0 out of 5 stars
"Boat Basshead 900, which i got in 800rs. Awesome Headphone with great base and fabulous Sound quality. good length of wire.Easy to Handle and Very light weight.You can easily make youtube videos it cancels most of the noises and reduces too much of background noises.Just Go for it if you have Budget under 1000. but if you budget around 1500rs then go for boat Rockerzz....🔥🔥",4.0 out of 5 stars
"I've using the product for almost 14 months, it has a good sound quality and amazing bass.
However it got damaged after 2 months use.
Within 2 months, the plug pin outer body came apart and within 3 months problem with one side of the speaker.
After 5 months the leather like covering start to peel of and within 1 week the item reached a pathetic condition by its looks. Also the outer covering of the cable torn and peeled off.

And now both the speakers stopped working and I am really struggling with it. So disappointed and frustrated.",2.0 out of 5 stars
Awesome product. Go blindly.,5.0 out of 5 stars
The bass quality of the headphones are very good but the sound is not so good.,4.0 out of 5 stars
Long life and better quality,5.0 out of 5 stars
Very good,5.0 out of 5 stars
Works for my TV. Cable length is short for such usage but I bought a connecting cable separately. Fully Satisfied with the purchase.,5.0 out of 5 stars
Very nice sound quality,4.0 out of 5 stars
Ear cushions are poor quality,4.0 out of 5 stars
"Working fine, as my daughter has not complained till now any thing. She is happy to use it.",4.0 out of 5 stars
Nice product,4.0 out of 5 stars
"NEVER EVER LET THE CUSHIONING PART TOUCH ANYTHING WHILE KEEPING IT ON STRETCHING, just turn the earcups, its okay if it rests onto the metal grill/net while stretching. (Follow the image)
Regarding the tightness of the headphone, ears getting hot and hurting ears, yes these issues exist but follow stretching shown in the image, it will be bearable after a while.
Regarding sound quality : One will never get expected sound quality unless they tweak equiliser to their individual taste, which is subjective.
I use Viper4Android and it blows my listening experience.
Materail quality is good.",4.0 out of 5 stars
"So I'm giving a review after using this earphone for a month, First thing i noticed is it's fitting is not that good, Music quality is very good above average but fitting issue is there... One more thing.. i don't know it's only with my product but it's left side headset is too loose compared to right one... And after a month I'm facing some issues like sometimes when i'm moving my head sound is cutting like there is a loose cable connection within the headset... I don't know how long my headphones will last but hoping for good...",2.0 out of 5 stars
Best product from Boat and suggested by apni dukan Amazon.,5.0 out of 5 stars
The headphone gives a awesome output of sound quality and bass is decent for this price. The build quality is quite decent. However it feels some sort of discomfort on ears after about half an hour of usage. But the quality is ok. the length and the quality of the wire is also good. The headphone is ultimately worth for the amount u pay.,4.0 out of 5 stars
"Awesome sound quality
Nice beats
Very light weight",5.0 out of 5 stars
"It has got a good sound quality
also the voice is high.
It is good for ears if we use by lower volume.
It has got heavy Bass.That gives a gd feel for music and gaming.U will get the real feeling of gaming.Only thing is that i dont fee lany noise cancellation and i am not bothering about it and i just needed to give a right review thays why i had mentioned it.It is very much flexible and also foldable. we can make it very small.Its giving no pain to ears even after 2-3hrs use.
Giving gd comfort
Overall very niz product....",5.0 out of 5 stars
"It been a 3 weeks that I bought this product. However, there is no sound on the right side of headphone only left side is working.",1.0 out of 5 stars
Nice,5.0 out of 5 stars
"I like it's bass
It's tangle free wire cable is super durable.
Sound quality is superb",5.0 out of 5 stars
Using it from 1 year it is still in good condition the product at its price point is best,5.0 out of 5 stars
Bass is not good. I had to alter the sound settings in my device to get the bass feel. Also noise from outside seeps in.,2.0 out of 5 stars
"1st day i was very happy to have a boat headset but now i am disapointed bcz after 1 month of use ,speakers sounds a little low and base is down but at this price range they are value for money",3.0 out of 5 stars
"The product is good ,But after sometime ear pain occurs",4.0 out of 5 stars
"The headset can be used on multiple devices like Mobile, Mi Box and PC. It has a very good bass and the experience is awesome.
When tried making Teams calls in PC it wasn't working as the people can't hear me and neither I can't hear them. Maybe I should connect an additional audio & mic splitter and check.
Satisfied with the product overall, value for money!",5.0 out of 5 stars
the product is very good to use i feel like im in another world by experiencing the bass and beat coming from the head phone one must try the headset it is way better than i tought,5.0 out of 5 stars
Have been using it for 9 months. Still really good,5.0 out of 5 stars
"Ok but Not so good as brand like sony
Ear phone material lightly tear after a year.",4.0 out of 5 stars
Everything is nice and good but the only problem is that after some time it hurts ears.,3.0 out of 5 stars
Only one thing to improve. Skullcandy over the ear has better sound clarity in same price. Would suggest to improve this.,3.0 out of 5 stars
I like it. Very powerfull.,5.0 out of 5 stars
"These headphones have good bass and sound quality at lower to medium volume.
The treble is decent; the vocals are understandable. A point to note though is, these headphones may get uncomfortable during extended use.
Casual listening to songs with heavy bass is what these headphones are made for.",3.0 out of 5 stars
"The headphones are very comfortable. I am able to wear it for 1-2 hours without any problems.

Sound quality for the price is quite good. And mic works very well. My conference calls are much smoother now.

Noise cancellation is quite good for a basic product. If one was looking in sub ₹1000 range, look no further. Its money well spent.

I have had this for over a month now. Physical look and feel is very good.",5.0 out of 5 stars
"After 2 months of usage. The build quality is really good I can wear them confidently without fear of breaking. Bass is good and you can actually feel the thumps in your ears. Only con I found given the price is sound leak and also they are little uncomfortable to wear when they are new for long hours after sometime it gets better.
Also the metal audio jack with spring protection is a good touch increases the durability.",5.0 out of 5 stars
"Vibration in ear
Can't enjoy bass in volume",3.0 out of 5 stars
Very good head phone... compatible for both office and songs listening. The product is good and the sound effect is also nice.,4.0 out of 5 stars
Good quality,5.0 out of 5 stars
Build quality is average... Sound quality is also average... Small ear pieces not comfortable for everyone... But worth for this price...,3.0 out of 5 stars
Good and soft ☺️ nice cable,5.0 out of 5 stars
"The best headphone in 800 Rs , Bass is too good. Also build quality Is very good.

Pros:
1. Excellent Sound Quality
2. Excellent Bass
3. The wire of Head phone is very thick
4. Steel sprint at the end of the wire to protect it from breaking at end due to bending.
5. Moving and adjustable speakers which can be folder and carried easily.
6. The weight is also not very heavy.
7. Best in pricing.
8. Very good build quality.

Cons:
None from my side.

Very Happy using this product .",5.0 out of 5 stars
No photo,1.0 out of 5 stars
It Sound's decent but cable is too long and not braded (feels very fragile and cheap quality cable) but matelic jack is very good and button position is wierd ..i think it is overpriced ..it price should be around not more than 500₹ .,3.0 out of 5 stars
It Sound's decent but cable is too long and not braded (feels very fragile and cheap quality cable) but matelic jack is very good and button position is wierd ..i think it is overpriced ..it price should be around not more than 500₹ .,5.0 out of 5 stars
Great sound quality both with music and call. Excellent bass. The only problem is durability after one year of use headphones broke at which cannot be repaired now I have to throw it even if it is working.,4.0 out of 5 stars
"Really awesome product. Very nice bass quality. I got it ₹599 in deal. In this price it is awesome product.
You can used it in your smartphone phone as well as Laptop also.
But not working in PC because Mic and speaker pins are seperate in computer and this Headphone have single 3.5 mm combined jack.

Noise cancellation is not good. Overall satisfied product in under 600",5.0 out of 5 stars
Sturdy design. No issues even after more than a year of rough usage.,4.0 out of 5 stars
Boat products are not good. This was the second product I bought and prior to this I purcased a Boat stone 1000. Both got spoiled after warranty period of one year. Also the service center is not easily contactable and helpful. Though the sound quality is good but reliability and longevity is not at all satisfactory.,3.0 out of 5 stars
"Everything is satisfactory. 👌
Only, at very high volume, sound quality get decreases.",4.0 out of 5 stars
"Very Nice product. But not able to use more than one hr. Its still tight , reading head.",4.0 out of 5 stars
"Always best in this price, no other headphone can replace it",5.0 out of 5 stars
"Sound quality is good, Bass is very good and wire quality is good.",4.0 out of 5 stars
"I bought these headphones back in June 2019. And I must say I didn't expect this much at this price.

First of all, the headphones look retro, this is what I like a lot.

Sound quality is AMAZING, again, AMAZING. The mids, highs are all amazingly balanced. The bass is not too overpowering to destroy the vocals. it's just perfect. Now it's been almost 2 years, the earcups are wearing out, but the headphones still sound great. They're very durable. After 1.5 years of use, I'm starting to hear some creaking noises, but it's fine. The jack is amazing too, has a spring so the wire does break there. It's not gold plated, but in real life usage, it doesn't make any big difference. The PVC material cable is tangle free. Everything is good. Just one problem: Comfort

Now don't get me wrong. You can use these for an hour, but after that it may start hurting your ears. just put them in your neck for 2 minutes, then wear again.

Mine haven't broken yet and are still working, but I they break I'll buy them again.

Sound quality: 5/5
Bass quality: 5/5
Durability: 5/5
Comfort: 4/5",5.0 out of 5 stars
"everything is nice but it causes deafness to ear,if used more than30 min and also its fitting is too tight that it will give a long term headache to you,personally will prefer the headphone first and not these headset",3.0 out of 5 stars
"Noise cancelation is not so good.
Sound quality is clear.
Bass effect is not good with quality of sound.",4.0 out of 5 stars
"Noise cancelation is not so good.
Sound quality is clear.
Bass effect is not good with quality of sound.",5.0 out of 5 stars
"i think its the hype that everyone talking about extra bass.... its just a normal overear headphone with a simple sound... NOT EXTRA BASS in it....
so if you like BASS? and know the real meaning of BASS... i recommend to check other options too",4.0 out of 5 stars
"This is my third boat bassheads 900, the sound quality is very good, and good for bass lovers.",5.0 out of 5 stars
Poor noise cancellation. The wire could've been thicker... Otherwise it's cool. Nice volume and sound quality and light weight and all.,3.0 out of 5 stars
"As already mentioned by someone else, its a bit tight in the beginning but as you start using it, it becomes loose and now it fits nicely. Since I wear specs it hurts a bit more if I wore it for a long time.",5.0 out of 5 stars
This is nice product,4.0 out of 5 stars
If you are buying it for its mic dont.Mic quality is not good fot making youtube videos.Sound quality is awesome and mic quality is average,4.0 out of 5 stars
"This produch met my all expections
But remember not to wear headphones for a long
Coz it causes pain in your ears",4.0 out of 5 stars
"The warranty is useless because. I as a user I can give you warranty of more than two years
Many YouTuber were saying In video that this are tight but,
in my experience I never fell any pain. I use them for heavy bass and heavy gaming.
At last:- At this time
You will not get better then this Headphones
In this price range",5.0 out of 5 stars
Awesome voice and life time,5.0 out of 5 stars
"Sound quality is nice, clear and crisp. Noise cancellation is good when indoors and works well if on high volume outdoors. A good pair for gaming on mobile devices, it's the best you can get cheaply, feels good while gaming just the pads aren't that comfortable, upper part of ears starts hurting a bit after 3 to 4 hours of Continuous usage.",4.0 out of 5 stars
These headphones are really nice. I wanted a good gaming headphone but didn't want to spend much so i thought of trying it out. I used to believe headphones with bass don't give the perfect sound of footsteps in FPS games but these headphones proved me wrong. If anyone is not willing to spend over ₹600 on headphones i recommend these headphones for gaming as well as daily usage. Bought it for ₹550/- totally worth the price.,5.0 out of 5 stars
"Bass, noise cancellation are super. The only problem is I can't use it for more than 30mins because it hurts my eat.",4.0 out of 5 stars
Gets tight on the ears. Painful if wearing for long time,3.0 out of 5 stars
"Noice cancellation (Badhiya🔥🔥🔥
Sound like smooth 🔥
Bass thik thaak🙌🏻",4.0 out of 5 stars
"At this price point, it is an excellent headphone and both bass & treble notes are not distorted even at higher volumes. Was almost as good as the JBL earbuds (much higher price point & in ear phones) that I have been using since a couple of years and the mid range delivery was even better than the JBL one.",5.0 out of 5 stars
"I purchased the item in March 2020, and I must say I am lukewarm with it. It stopped working in August, and had to be sent for repairs, the company took more than 1 month to ship it , repair it and then send it back. In March this year, the ears skins begin to come off. I would want an item to last longer perphaps.",3.0 out of 5 stars
"sound everything is perfect but only the thing is.i asked u wairless headphone ....
But it is waired headphone",4.0 out of 5 stars
Sound quality and other features are good but product material is delicate.,4.0 out of 5 stars
"Value for money.
This comes in a travel friendly pack.",4.0 out of 5 stars
"I was somewhat skeptical because I had never used boAt before, but it seemed pretty good from the product description, so I went for it. I must say, I'm extremely impressed with the quality of these headphones.

Pros:

1. Fantastic Sound Quality
2. Great Noise Cancellation Feature
2. Well Balanced Bass
3. Adjustable Bands and Rotatable Speakers allow for a very Snug Fit and Compact Storage
4. Very Robust
5. High Clarity Mic and Control Button

Cons:

1. Earmuffs Cause Slight Ear Pain After a While so Makes It Difficult to Wear for Too Long
2. Short Wire May Cause Some Length Problems
3. No Volume Control Buttons

Rating: 9.5/10, One of the Best Headphones in This Price Bracket",5.0 out of 5 stars
Good product. But bass is too high. So it will reduce sound clarity. For Bass sound lovers only.,4.0 out of 5 stars
Product is not good,1.0 out of 5 stars
"Nott satisfied with the quality of microphone
have issues in calling",4.0 out of 5 stars
Looking awesome sound clearity and bass super i love it....,4.0 out of 5 stars
Suond quality achi h,5.0 out of 5 stars
Good product...,5.0 out of 5 stars
Headset is excellent product but if the Headset having nosie cancelation its amazing product for that worthy,5.0 out of 5 stars
"Bought this headphone from the seller Appario retail.Seal was already broken when it was received.But headphones are in good condition ,like new(I guess). Headphone has good bass but misses treble sometimes,need to increase volume to get clarity of the sound.Padding is super soft and won't feel pain but don't expect much sound isolation.Good for the budget at Rs 700.",4.0 out of 5 stars
"Intial impression:Sound quality is good
As these are on ear headphones,the company should focus on improving the quality of cushion on these next generation headphones as they are hurting the ears
After 1 year usage: replaced product after 7 months and boat sent me a brand new one as the jack stopped to work in the previous one. Replace unit worked well for 5 months after that headset started to breaking...
Finally...
Sound quality-good
Built quality-bad
Value for money-yes
If you're a normal user and want to buy a on ear headset in budget than go for it",4.0 out of 5 stars
Headphones has small footprint. So they don’t bother you due to bulk of their size .,4.0 out of 5 stars
It's really amazing noise,5.0 out of 5 stars
Its mike is not working after 2 week,3.0 out of 5 stars
The sound quality of the speaker is good. However the functioning of the mic is poor. Most of the time the person listening on the oppsite side of the call is unable to hear what we are saying.,3.0 out of 5 stars
This product (boat basshead 900 )not working from last 15 days kindly give the solution as soon as possible,4.0 out of 5 stars
Its very nice. Only 1 concern is the ears start to hurt after half an hour continuous use.,4.0 out of 5 stars
In this price range dont expect too much this is average and quality is good of this product.,3.0 out of 5 stars
"Very awsome product I suggested you buy this product.
Best sound quality and bass quality in this product.
😍",5.0 out of 5 stars
"I bought it 2.5 years ago and writing review today.. around 5 months after purchasing it, all of a sudden it stopped working. I claimed the warranty and they had repaired it. And after that there wasn't any issue except the mic stopped working, so I can't use it for answering calls.
But till today it is my choice of use while watching movies, listening songs etc. Even the Bluetooth headset stands at 2nd place..
Bass and sound quality is 100%",5.0 out of 5 stars
Best for sound but not for ur ears,4.0 out of 5 stars
My headset work smoothly but recording voice has some problem.. I noticed it after a month will you replace it or repair it...,3.0 out of 5 stars
My headset work smoothly but recording voice has some problem.. I noticed it after a month will you replace it or repair it...,4.0 out of 5 stars
I like this headphones that's why I ordered 🙂.btw everything thing is great in this headphone.,5.0 out of 5 stars
Watch full Unboxing and review by me here - techies8.0,4.0 out of 5 stars
BETTER THAN ANY OTHER IN THIS RANGE JUST BUY THEM BLINDLY,4.0 out of 5 stars
Enjoying listening every single time.,5.0 out of 5 stars
 My from my video you can see that there are some sound leaks about the base it is good but it can be better so if you are looking at this price point you can go for it,4.0 out of 5 stars
"Really a great buy for college students it has a good anount of bass and treble, the mids are awesome and this is a rugged headphone for college use for jogging and working out but even if a drop of water touches your mic and its done but rest is built well, its a great buy if you get it for 599 or so but 1k is abit too much gor this better than this at 1 k would be mi basic or snile jamaica or cx 180",4.0 out of 5 stars
Worthy of Price,4.0 out of 5 stars
Muddy sound signature might be suitable if it's 2010,4.0 out of 5 stars
In this price is good,5.0 out of 5 stars
"-ves
1. Ear pains after prolonged uguage..
2. Mic is not fixed tot he head phone, rather it's attached to the wire.. hence it's bit annoying everytime to bring the mic near your mouth..

+Ves

1. Lesser cost
2.sturdy",3.0 out of 5 stars
Thereis problem in sound and sometime no sound,1.0 out of 5 stars
"Good headphone at low budget. Look, feel and sound quality are it's pros.

16th October 2019: after 10 month of use left side of headphone stop working. Don't know how to get it repaired, warranty is 1 year so looking for option to get it repaired. No support information can be seen in Amazon.

One more issue as everyone highlighted is hard on ear, ear starts paining after 30 minutes use in any conference call.

9th November 2019: I got customer care detail of boat from Google easily. I logged the complaint and received replacement in 4 weeks. I have rated it back to 5 star for it wonderful service. No follow up is required , once logged complaint someone will come to pick faulty product, details will be shared via email and sms. Same need to be checked for update. Follow up action will be updated via sms and mail and final solution Will be provided in 3-4 weeks time. Same is also written in sms and mail.",5.0 out of 5 stars
"If you just want to listen to music then it's good. But don't buy it to use for online classes or phone calls.

Mic quality and nice cancellation are too poor.",3.0 out of 5 stars
"I haven't t purchased many headphones in my life so i don't know much but I bought this after seeing these good reviews here and belive me! You won't regret.. Sound quality is good, bass is awesome, build quality is good but the cable is too long and these headphones are a little bit uncomfortable due to small ear cups and after long usage the ears start to pain.. If you are ok with that just go with these! I also played games on this and in PUBG you can hear footsteps and other important sounds very clearly even from a distance.. Its good for watching movies too. Overall a decent product but if they added more comfortable ear cups it would have been better.",4.0 out of 5 stars
Low sound but good,5.0 out of 5 stars
"I bought it for dual purpose- for my kid to attend online class and for me - on office calls and listening to songs. It serves the purpose perfectly.

In addition, it provides great sound quality with bass and the built quality looks good.

The only issue I found now was the sound audible outside when the volume is kept high which is expected

Addition after one year of use - best in class, working perfectly fine with 5 hrs of average use daily.",5.0 out of 5 stars
Nice quality,4.0 out of 5 stars
working from 8 months with out any failure. Usually for me ear phones last 1 to 2 months even branded above 2000. I love boat.,5.0 out of 5 stars
"Best sound, especially the bass boost. Value for money.",4.0 out of 5 stars
4 stars,4.0 out of 5 stars
"This is an amazing headphone for this price. Volume is little loud, but we can manage that.",5.0 out of 5 stars
"Boat bassheads 900 is purely bass oriented headphones if your one who loves thumps bass these are for you and trust me these are better then even more expensive headphones that might cost you around 10k but only in terms of bass , treble is okay , hi are average mids are less then average and you will never notice lows because of boosted bass 😂 about durability I had to exchange them 4 to 5 times in period of 2 years mainly due to audio Jack is bit fragile also the cable will wear out within 8 to 9 months over all best headphones if you love bass !",5.0 out of 5 stars
Not suitable for listen a music a hours,3.0 out of 5 stars
"All good and working fine. I will surely recommend this to my friends and family. I am Using this item for over 7 months and working perfectly well . Although it is written that it is compatible only with Android , but I have also connected it with my laptop and it is working perfectly fine there too. Great product . Thank you Amazon",5.0 out of 5 stars
"Yes, reviews about tightness of the headphones are correct. It's bit tight to the ears. Otherwise the product is best in this price range.",4.0 out of 5 stars
after 1 year and 9 months the cable below mic is started wearing out,4.0 out of 5 stars
"Very well packed received the next day of order ,its two days past using it since working fine till now. It's the first headphone I have bought which is above 200 usually I go for cheap earphones to save cost ,hope this investment turns beneficial for longer time.
With Edit after weeks to this review, I started facing a problem ear pains after using for little time as basically the ear cup is round and not oval, there is no sound issue but design issue as everyone ears are oval.
And now cannot return also as the return date as passed in the experimentation phase.",4.0 out of 5 stars
"Online meeting, video session and listening to music all good experience",4.0 out of 5 stars
Within 15 days the headphones stopped working on the right side. Unfortunately return window was also closed. Please don't buy this waste one,1.0 out of 5 stars
Overall it's a good product ... Only thing I don't like is that the tip is made up of metal and sometimes it looses and the get disrupted.,5.0 out of 5 stars
Sound quality and bass is excellent at this price range. Your budget is tight just you can go for it.,5.0 out of 5 stars
"The best ON-EAR headphones in the market for this price but it is way smaller than u think,its so small that ur ear will get an irritation if worn for about 20-25 mins so consider this as a second choice do some more research on this product thank you so Much for reading my review BA BYE",4.0 out of 5 stars
Good product product with soft voice,4.0 out of 5 stars
More then bass not vested in money,4.0 out of 5 stars
Not option for worenty card not number fo customers,4.0 out of 5 stars
"Sound :- 4.2/5
Design :- 4/5
Quality of product:- 4.1/5
Baas:-4/5",4.0 out of 5 stars
"Best product in this price range. I have been using from 1 year, no any single bad experience.

Bass is big +
Clear sound while calling",5.0 out of 5 stars
Affordable good headphone. Value for money. Prompt and quick delivery by amazon,5.0 out of 5 stars
"The sound quality is amazing for this price range, but for people who have larger ears, this is slightly uncomfortable as wearing them for a long time causes some pain",4.0 out of 5 stars
"Voice is good and also base is away
I am happy to purchased",5.0 out of 5 stars
"Creaking sound is hearing. Told by the people when i called them.
The small movement of headphones makes such sounds.
That's the bad part",3.0 out of 5 stars
Couldn't claim Warranty because it stopped working within few weeks,4.0 out of 5 stars
I like this product.,4.0 out of 5 stars
"The best product in such a affordable price range..
I bet you will not get anything better than this.....
I unboxed it and first , tested BAD BOY SONG FROM SAAHO MOVIE...(IN FULL VOLUME)
OH MANN.....!!! THE BASS IS SO LOUD AND BOOMING THAT THE HEADPHONE EAR CUSHIONS VIBRATED THROUGH MY UPPER CHEEK.....
THAT WAS INSANELY CRAZY.....

PROS:-
1) LIGHTWEIGHT
2)VERY GOOD DURABLE AND STRONG CABLE WIRE AND THAT TOO FOR ONE SIDE ONLY....
3)SUUUUUPPPPPERRRRRRR EXXXXXXXXTTTTTTRRRRREAAAA BASSSSS...
4) CLARITY IS AWESOME TOOO.
5)EAR CUSHIONS ARE OF HIGH LEATHER QUALITY, HOPEFULLY WILL LAST 1-2 YEARS OF HEAVY USAGE..
6)BETTER THAN JBL OR ANY OTHER BRANDS' PRODUCTS WITHIN Rs.1000.
7) COMFORTABLE WEARING.
8)STYLISH SHINY COATED HEADPHONE JACK
CONS:-
1) DESIGN COULD HAVE BEEN BETTER.
2) WHAT YOU LISTEN TO CAN BE EASILY HEARD BY PEOPLE NEAR YOU(DISAPPOINTED WITH NOISE CANCELLATION).
3)MID TONE FREQUENCIES ARE LOW AS LOW FREQUENCY (BASS) OVERRIDES IT..

OVERALL RATING:- 4.6/5.0
BASS:-5/5
CLARITY:-4.6/5
COMFORT:-4.6/5
NOISE CANCELLATION:-3/5
MID TONES:-4/5",5.0 out of 5 stars
"Build quality is superb,sond quality is mind blowing and the bass is too good....go for it",5.0 out of 5 stars
Not Bad,4.0 out of 5 stars
"been using for a year.
I don't listen to music with this much so i can't be judge of that.
but its great for WFH,simple conversation,,etc seems its sturdy from its build.",5.0 out of 5 stars
Ye headphone mene recording purpase ke liya very fine clear recording my voice,5.0 out of 5 stars
"The best on-ear headphones I ever used. At first seeing reviews about this product I took a step back. But after getting this in my hands. I thought I bought the right product. Awesome sound quality, extraordinary bass, Very comfortable. Full marks for this product. Note: Don't use full volume it may damage your ear piece. 😁",5.0 out of 5 stars
It’s a good product,4.0 out of 5 stars
 Uncomfortable and doesn't cover ear,3.0 out of 5 stars
This product value for money.,4.0 out of 5 stars
"Gajab k. Produt hain bhailog ..
Best budget phone ....",4.0 out of 5 stars
"With low volumn also, the sound is super clear..... Worth buying.....",5.0 out of 5 stars
"It's lightweight and comfortable to use for continuous 3-4 hours. I've used it more than that but its start to hurting after that. Sound quality is good at this range and noise cancellation is not that good but at this price range its what you expect. Bass quality is good but not that good after listening from other headphones. Maybe because I used different headphones in past. But its the best headphone in this range for the bass lover, try to get it on sale, the price drop from 799 to 650.",4.0 out of 5 stars
Good for office calls,4.0 out of 5 stars
Sound quality is the best part and quality,4.0 out of 5 stars
"Totally worgh it. Super quality headphones at economical price. Its been almost 3 years and still satisfied. I used to purchase skullcandy headphones, they did not last this much. Must try it.",4.0 out of 5 stars
"The bass is nice and well balanced. The headphones are a steal at ₹499 for me. They work we but can pinch a user on the ears after 2 hours of continuous usage. The fitting could have beeh better.
Pros :
1. Great build quality on the 3.5mm jack and overall sound quality on the headphones is pretty good for the price!
2. Great treble and rock music playback is awesome.
3. A steal at the price, VFM 10/10

Cons:
1. A metallic built headphone unit would have been better. The plastic makes it basic.
2. Not very comfortable to wear.
3. Bass isn't the best. 7/10
Sound quality: 7.5/10
VFM: 9/10",4.0 out of 5 stars
"WASTE OF MONEY
Poor Quality MIC.
Otherside recives blur sound...",1.0 out of 5 stars
"Sound quality very good ,noise cancellation good nd bass is good tooo...",5.0 out of 5 stars
"Good things ->
1. Best sound quality
2. Normal tite
3. Foldable
4. Stainless steel wire pin

Bad things->
1. High weight
2. Heads get pain after 30 min continuously use",4.0 out of 5 stars
Good,4.0 out of 5 stars
My friends recommended that I should go for something more better but I don't know I just felt like buying this and guess what I LOVE THIS!!!,5.0 out of 5 stars
Sound quality is good but bass is not very nice,4.0 out of 5 stars
Gaming sound very low and song is the best boom set,3.0 out of 5 stars
Not as expected,2.0 out of 5 stars
"Got it as a gift for my dad who does rough use of gadgets, it is compact, durable and the jack has a spring that prevents breakage or wires popping out. Ignore the negative reviews and buy it if you are interested in wired headphones. Also, the mic is like the one we have for wired earphones but works really well and is ergonomic!
I got it at a good deal and lovin it!",5.0 out of 5 stars
Nil,3.0 out of 5 stars
