review,rating
"I have been using this for almost a year now. Sound quality is superb. The build quality is also nice. Ear pads are soft , for which it is comfortable for long duration uses .
The main disadvantage is that, Mic does not work properly. I purchased this product for attending meetings over team. At the beginning only , The Mic was not efficient, my voice was very feeble. After 3-4 months, mic completely stopped working.
Hope this review helps the buyers.",3.0 out of 5 stars
Excellent,4.0 out of 5 stars
"Audio is loud , bass is pretty good …
But the build quality of the product is not up to the mark ..
Have used it for 9 months and the paint is coming out with rust, cover of ear cushion is tearing..
Also the mic quality has significantly deteriorated over time..
For a ₹700 purchase it lasted around 8-9 months but now I can’t use them at all..",3.0 out of 5 stars
Nice but finishing not good,4.0 out of 5 stars
Headphones at this price from good brand is really good to take. It will be good for online class. For music it will not solve your problem. Go for more range.,5.0 out of 5 stars
Good Product,5.0 out of 5 stars
"If you are looking for an economical yet good pair of headphones you can go ahead with these without hesitation.
I bought these headphones because I was tired of the small in-ear earphones I had and getting irritated using them for a good period of time. These headphones are light and comfortable. Also the style is pretty good. For the price, it is a great value.",5.0 out of 5 stars
"The headphones are alright, the sound quality and bass is ok.
But you can't wear that for very long because the headphones keep pushing your ears. After around 15-20 mins your ears will begin to hurt.
Also, while attempting to wear the headphones if that slips, will directly hit your eye.
Mic is also bad, unless you hold the mic close to your mouth the voice wouldn't be clear.
I wouldn't recommend at any price.

Moreover, the warranty that you get from Boat is useless unless your house is very close to their service center. Their customer care never responds. The service centers are located so far away that you'll need to spend more money in travelling than the price of the product.
Highly disappointed in Boat.",2.0 out of 5 stars
It's been 1 year but nothing changed except for the build quality,5.0 out of 5 stars
It's been 1 year but nothing changed except for the build quality,4.0 out of 5 stars
My daughter is satisfied,5.0 out of 5 stars
Nice bass,5.0 out of 5 stars
"sound quality is not more effective, special bass ,but build quality is good and long lasting.",3.0 out of 5 stars
Nice,4.0 out of 5 stars
Material quality light,4.0 out of 5 stars
at this price range its is the best headphone i would suggest. sound quality is really good.,5.0 out of 5 stars
Very nice product. I like it.,5.0 out of 5 stars
"Beast in the budget
But, sightly heavy in ears",5.0 out of 5 stars
"I am writing this review after using it for one month. The headphone is nice in design, looks, bass us awesome and noise cancellation is also good. The only von side of this product is if you is for more than 1 or 1.5 hours you will feel little pain in the ear otherwise this product is very good for music, office work like calls etc.
Also, the metal jack is awesome because of which there is no tension of wire getting cut at the joint . So overall in this price it is a good product.",5.0 out of 5 stars
"I love this headphone. Got it for 599. Totally worth for the money. Sound quality is so nice. Every background sounds could be heard accurately. I was surprised at first about how accurate it is. Because I am hearing something that I haven't without this darling and it was so pleasant. The mic and the button on it come handy. Compatible with both my laptop and phone.

Many reviews told that ot was tight and had to do something to loosen up. But I find it most comfortable. You might experience a little pain in ear if you use it for long hours (like more than 6 hours continuously) in beginning. But I don't have that issue anymore.

The price too changes often with the offers. If you are searching for a overhead earphone in nominal price go for it. I'm using it for about 3 months. Absolutely in loving with it.",5.0 out of 5 stars
Everything is excellent,4.0 out of 5 stars
"Though Stereo and bass Effect is very good, mic stopped working in four months and You have to come the mic closer for other person to hear clearly.",4.0 out of 5 stars
It’s average product and over the ear headphone. Long use causes irritation because of the pressure on ears. Not a bad product but yes worth the money. Noise cancellation is okay,4.0 out of 5 stars
"This headphones is ideal for those music lover who doesn't have high expectations in terms of music quality. The sound quality is okay. For bass lovers it's a good option to consider this headphones. Overall perfect handphone, under 1000.",4.0 out of 5 stars
It's purchased for my son. He is enjoying the content in his phone with this boat Bassheads 900 wired headphone,5.0 out of 5 stars
" Good product but after 10-15 min your ear comes heat the sponge quality is not good
Ovaral ok",4.0 out of 5 stars
"With sound and MIC I am satisfied.

For noise cancellation I am not sure.

I purchased this for the meeting purpose and I did not find any issue in that.

bass quality also I did not check.",4.0 out of 5 stars
In this price you make available this nice product awesome,4.0 out of 5 stars
At this price it is worth to buy.. but littlebit disappointed with bass.. for this price it is enough..,4.0 out of 5 stars
Good,5.0 out of 5 stars
Is price range mai ye awesome product hai,5.0 out of 5 stars
Very best,4.0 out of 5 stars
"Hey, I'm new to headphones. I'm a headset fan actually. This time I wanna try something different since my old headset's wire got damaged.( I used to listen to songs while asleep)
So I find this interesting cuz they've mentioned it's foldable and braided. And headphones looks cooler than headsets. You know people can't notice headset s since they're small and headphones looks bigger and everyone will notice :p
So I ordered it two days ago. It's too bad now this headphone is available in lighting sale in much cheaper price. I bought it for 799 now it's 699/-
OK. Let's come to my review. I was excited since it's my first headphone but it's too bad I had exams so I had to wait until noon. After the 6 hours of experimentation... I didn't wear this 6 hours though.
I decided not to buy headphones again. It's not headphones it's my ears. God, I feel so uncomfortable and it causes pain in my ears after 10 mins of usage. Even though I used it in 6/10 volume it cause me severe pain in my ears.
Music n base is crystal clear n really good. But it's not my comfort zone. I think I have a small ear. I always used to wear small buds in in-ear types. Cuz it's the correct fit for me.it causing me a pain even tough there is a cushion.
Cushion supposed to give us comfort, But it kinda causing pain. May be because cusion is only available for corner. The best thing about in-ear headphones is noise isolation. Even a Chinese brand in-ear provide good noise isolation. But it doesn't. I can clearly hear everything around me.
It's braided as it says. Some youtubers frightened me, by saying it's not braided. But it's braided. It's wire is almost 3 mm thick so I think it's braided. And they provide you a spring which prevents breaking.
But like I said quality doesn't matters when it affects our comfort level.",3.0 out of 5 stars
The headset is very tight on your ears.You will start feeling pain after 1 hour of usage. Apart from that it is a very good purchase at this price range.,4.0 out of 5 stars
"I brought this headphone for 750 Rupees. It's really easy to use and I like the sound quality of it. but the only one negativity is that it's very lightweight so from my point of view it can break very easily so should not put it down.
They gave this headphones with one year of warranty card so let's see how long it will be in good condition!! .and one more thing that It has good ratings and more then 30 thousand people brought this products that's why I believe it and brought it .( when its gets problem or not working that time I will update again about this headphones ) otherwise value for money.",4.0 out of 5 stars
"Getting headache on usage for longer time. Other than this problem, too good for the price range.",4.0 out of 5 stars
Very nice headphone by boat and I really love the product,5.0 out of 5 stars
Everything Sounds GREAT But No Mute Button On Mic🤘💥👌,4.0 out of 5 stars
The headphones are amazing. The sound quality is just awesome! It's very comfortable to use and you're ears don't pain for use for long hours.,5.0 out of 5 stars
"These are the beat headphones in such a deal,but these headphones are not for gaming as if we put on these headsets for a long time like 1-1.30 hr. You feel some kind of pain in your ears. But I will suggest that if anyone want this for music, online class, movies u definetly buy this product.",4.0 out of 5 stars
Office calls its ok,4.0 out of 5 stars
"Sound is good. Oneside speaker was not working when I approached, they had taken quick action to replace with free of cost.",4.0 out of 5 stars
"Very Nyc as asspected. It is really best (with mic) for my Online classes. And with this product warrenty of 1 years is also granted.
No noise, no eco,.. Sweet Voice.
I hope it would be Long lasting also.
I am suggesting to buy this product because it's very fair for Online classes as well as Listing sweet Songs.
Best-m-Best 👍
Shivam Kr.
THANKS 🙏",4.0 out of 5 stars
"Hi , I am buying the headset for the second time. The first one is still working but I wanted an extra one. This time I got the headset but its very tight and is causing pain after few moments of using. The first one doesnt have any issues. Hence I will not invest money in this model again.",1.0 out of 5 stars
"The sound quality and the comfortness of this over the head earphones is awesome..
The low price adds to the product awesomeness..
Disliked the noise cancellation of mic, as recording or voice calling is little difficult in wfh scenario where there are uncontrollable outside noise..

Overall best in class product, and surely recommend to anyone who wants voice calling and comfortable overhead earphones ..

One thing last, for pc users who don't have Mobo supporting both mic and audio feature in one jack need to buy splitter",4.0 out of 5 stars
Love the bass. Best sound quality. Go for it.,5.0 out of 5 stars
"I bought this one for my online studies,and i am satisfied with its performance . It's a good product in this money range. But noise cancellation is very bad,worst experience from notice cancellation. One who near to us can also hear the sound . The quality is very good . I am writing this after using it for last 5 mouths.",4.0 out of 5 stars
"Nice bass and good microphone can use for meating for long time no ear pain
value for money",4.0 out of 5 stars
Looks good now...let's see,4.0 out of 5 stars
"good headset for office use, at this small price range.",5.0 out of 5 stars
Good quality,5.0 out of 5 stars
"Sound good, but created pain on hair by pressure of headphones",3.0 out of 5 stars
I loved the sound quality and noice quality 🙂,5.0 out of 5 stars
Sound quality is good.,5.0 out of 5 stars
"Sound quality is much better along with noice cancellation , however bass quality is little inferior to both of them.
Still it is a good choice to go with .",4.0 out of 5 stars
Bass is too good but not for long use. Ears get paining but overall this headphone 🎧 is cheap and best.,3.0 out of 5 stars
"Packaging was good. Nice and compact. I received my order earlier than expected. Sound quality is really good for such a small budget. The wire is really long but springy, so sometimes it feels a bit curled up which can obstruct when typing. Only issue is that it is loose on my head. I have tried several overhead headphones and they all fit my head although some were a bit too tight, that was resolved by extending the overhead. But with this one, its already loose so I dont know how to make it sit on my head snugly without extending beyond my earlobes. Thats why the 4 star rating. :)",4.0 out of 5 stars
"Good product overall, but the ear pads are too large and the sponge is a bit unbreathable, comparing to Motorola Pulse 2 at similar proce point , clearly my preference would be Motorola Pulse 2 over this product.
I also feel a bit heavy/louder sound on the right earpiece compared to left one. But that might be clearly a problem with my hearing.
I miss the feature of a completely detachable and replacable headphone cable in this product , which is present in the pulse 2 which makes it really convenient for repairs and long life. If the cable is damaged in pulse 2 you can simple buy an aux cable and you headphone will be good as new. Also the detachable feature protecs the cable from tearing in case of a sudden jolt as the cable simply unplugs in motorola pulse 2.
I wish this feature will abe also available in boat headphones soon enough and that they also make thw ear pads more soft and breathable for extra comfort.",3.0 out of 5 stars
The issue is that it is small size and hence too tight on ears which makes it uncomfortable for long use. Good built,3.0 out of 5 stars
"The sound quality of this headphones is good considering the price of this product. But it has a poor Mic quality, pics up unnecessary noices upon sound recording and calls. Ears will strat to get hurt on long term use.",4.0 out of 5 stars
Nice,5.0 out of 5 stars
"Amazing sound quality, product warranty at such reasonable price …truly worth it!",5.0 out of 5 stars
awesome,5.0 out of 5 stars
Good,5.0 out of 5 stars
Sound quality is good but it is bit tight over the ears and causing pain.,4.0 out of 5 stars
Sound quality is good but it is bit tight over the ears and causing pain.,5.0 out of 5 stars
Ekadam Mast!,5.0 out of 5 stars
Purchased this item worth Rs 849 but with 15 days it didn't supported laptop and in few more days one side didn't work.. today's price is 599 which is also surprising to me... Very bad experience,1.0 out of 5 stars
"Sound Quality is actually pretty good and bass is also good. However I noticed that when I played music in a slightly higher volume, sound could be heard outside the headphones and everyone understood that I was listening to music (which was embarrassing in certain situations lol). This adds to my point that the noise cancellation isn't perfect. Also, the headphones are like extremely tight so you get ear pain after using for more than an hour or two. Otherwise an average product which is justified for the price.",3.0 out of 5 stars
Headphone quality is very good.,5.0 out of 5 stars
No Comments,4.0 out of 5 stars
Worth for money. You can go for it.,4.0 out of 5 stars
I like in sound quality but in quality of that head sets spong ear pads i dislike because I have bought in 2020 within span of 2 years the sponge was very low quality the sponge layer was coming out i have used for my online classes for that usuage i have use carefully but the sponge layer was came out,5.0 out of 5 stars
I like in sound quality but in quality of that head sets spong ear pads i dislike because I have bought in 2020 within span of 2 years the sponge was very low quality the sponge layer was coming out i have used for my online classes for that usuage i have use carefully but the sponge layer was came out,4.0 out of 5 stars
"Very good sound quality. Excellent bass. Perfect headphones for this price for any PUBG player. It gives clear sound and also headphones vibrates when you shoot or getting shot at. Only downside is that It does not cancel noise and when you are playing game or any content on high volume, the person next to you can hear everything. But that is ok given the price of this product.",4.0 out of 5 stars
Good product.,5.0 out of 5 stars
"I am writing review in Amazon for the first time on the boat headset. After using it for more than 3 months, trust me, I have never experienced such a high class sound quality with extreme bass. Every minute, even a pin drop is clearly heard. I would strongly recommend this headset more than Sony or Jabra or any other brand.",5.0 out of 5 stars
Good,4.0 out of 5 stars
"Likes:
1) Light weight
2) Cord quality
3) Bass
4) Easy on my ears
5) Sound quality
6) Price

Dislikes: None

I would say, the audio quality doesn't feel the best, but I cannot ask for anything more than what I got for the price range.
Fabulous product!!!

You got another sticky customer for sure.",5.0 out of 5 stars
Not disappointed,4.0 out of 5 stars
"Didn't expect this quality in such price range. Quality is good and sound, bass, noise cancellation are exceptional in this price range. Overall this is awesome product. Go for it if you want to switch from Wireless to Wired to avoid damage to your ears in case of long and continuous working hours.",4.0 out of 5 stars
Liked,5.0 out of 5 stars
Liked,5.0 out of 5 stars
"I liked that it has quite a good quality sound,personally Iam satisfied with its sound quality.",4.0 out of 5 stars
Nice one,5.0 out of 5 stars
Goog,4.0 out of 5 stars
"Excellent quality very useful for Musicians, and Audio,Video editors there are many useful things in this wired headset, from yesterday i am using it for Film Song Mixing purpose. The prize may be increased in future. Thanks boAt , and Amazon bringing great products like this.",5.0 out of 5 stars
"I have now used it for one year. Great value for money product.

Sound: 10/10. The sound quality of this headphone is amazing and on par with many expensive ones. Bass is amazing, it feels very natural. Lows, highs, mids and vocals are perfectly balanced. It is great for playing games as well.

Durability: 10/10. The wire of the headphone is very thick and tangle free. I have dropped it a few times from my bed and there isn't any visible damage or scratches.

Comfort: 7.5/10. When continuously using for 3-4 hours you may feel a little pain on your ears because of the pads. But I think that's a general issue with budget headphones. Also you can't run around wearing these. It is quite uncomfortable to do so.

Mic: 6/10. The mic is actually below average. There is no noise cancellation. My mic sometimes doesn't even work(I have this issue for the past 2-3 months). However other headphones in this budget don't even offer a mic, and others which do have sh*t audio and build quality. So I think it's a restriction to these budget gadgets. You can't expect everything at this price.

Overall I feel if the mic doesn't really bother you, then just go for it. Otherwise invest some more money and get the basshead 450 or 510. Or you can wait for the big sales as they recieve a discount of 300 and 500 respectively.",5.0 out of 5 stars
"All features are good accept it's small size .
The person who has big size of ear , they feel less comfortable during use . However it is good for students as a my opinion .

Have a great day .😊",4.0 out of 5 stars
I like the material but dislike how the product can fail without warning. The customer service is amazing though. They replaced my product quickly since it was under warranty.,2.0 out of 5 stars
This headphones are amazing but the only thing is that they were little tight in the starting but after using them daily it became loose and very comfortable. And they are very durable also. Value for money! Must buy .,4.0 out of 5 stars
"Sound Quality- Good. Good for daily calling. Office purpose headphones.
Noise Cancellation- Good. Lower the outer noise upto 10 dB
Bass quality- Good. Happy that they are not those extra extra bass type headphones. Good for long hours.
As they are headphones so they create pain on the outer side of the ear. However it become normal with the time.",4.0 out of 5 stars
Very nice sound and bass quality,5.0 out of 5 stars
Really it's good product thank u Amazon,4.0 out of 5 stars
It's an Okay product,4.0 out of 5 stars
"I have been using this headphone for over 6 months now.

Sound:- Good enough, don't expect much at this price.
Build:- Plastic build quality of course, It's holding up really well over my 6 month of 7-8 hours per day of use.
Comfort:- The comfort on this headphone is really terrible. It's way too tight for my liking and it will start to hurt around your ears when you wear it for more than an hour at a time.

All in all, 3/5 stars, don't get this headphone if you plan to use it for long periods of time every day, either you should spend more money to get a better headphone above Rs 1000 or go for a earphone at this price range.",2.0 out of 5 stars
The bass quality is awsome. I didn't felt any pain in my ears even after watching a movie with this considering you place it in correct position on your ears. Its been 2weeks since i started using this and no problems till now.,5.0 out of 5 stars
"It's been a year since I bought this , I've been using it for almost 7 hours a day for a year and it is like day 1 quality , the build quality is great , the chord didn't break , mic is nice , good for joggers , cushions don't tear up , chord is long , good for gaming , 4 stars for music , but for 700 rupees this is unbelievable and worth for money , I've used 5 headphones for 5 different companies and this is greater than those . It is little heavy , so if you want light weight you could also consider sony headphones",5.0 out of 5 stars
"Look good, like my tuf f15",4.0 out of 5 stars
"first of all i would like to add that they look so big in photo but actyally they are too small , if your age is around 18-22 then they are perfect for you as they will fit properly over your ear and wont hurt too much . also the sound quality is really awsm. and base is super cool . point is they dont hurt ears and u can use them whole day. build quality is also awesome but size is small and as i said if u r around 18 year old then these are perfect for u .",5.0 out of 5 stars
"Please increase sound.
Not comfortable as I expected this product.",3.0 out of 5 stars
One thing I didn't like metal casing used in adjuster. Use fiber material that gives more easy to use overall rating 3 stars.,3.0 out of 5 stars
"I loved this!☺️ Value for money
Good sound quality with a touch of bass",4.0 out of 5 stars
Awesome 👌👌👌👌👌,4.0 out of 5 stars
Good bass and nice audio quality. long and good quality aux cable..,4.0 out of 5 stars
"Best sound Quality
With deep bass",4.0 out of 5 stars
I like it .sound quality is good.,4.0 out of 5 stars
Best headphone with mic and noise cancelling. Sounds quality is awesome. It has a lot of bass. If you headphone lover then you can go for it. It's build is great. If you wear this then you can feel the music.... No words... to say... Extremely... Awesome. You can buy without hesitation. It's deserve 5 ⭐,5.0 out of 5 stars
Mike is not that good.Rest is good.,4.0 out of 5 stars
For in ear monitor,5.0 out of 5 stars
"Clear sound,high bass!",4.0 out of 5 stars
Initial impressions : 1. The quality of sound was good 2. The echos of frequency was not bad 3. On mike conversation with phonecalls it was good 4. The triggering jack was surrounded with spring which protects the cable more life,4.0 out of 5 stars
 Nice boat. Headphone,5.0 out of 5 stars
"Sound quality is very good noise cancelation is not that good but at this cost it is the best purchase. The bass quality is very good, it has a high bass which makes the gaming and movie experience better. It's a value for your money.",4.0 out of 5 stars
Sound quality is good. But microphone is the worst. You have to keep the microphone near your mouth for the other person to here.. Worst experience,3.0 out of 5 stars
"Bought it in 799 INR. Writing buying rate is worth in any review cos it helps a new buyer to understand if it is expensive for them or how much increamnt have done the seller.
Let's come to the point.
Noise cancellation is 100% if you are using the highest volume.
Sound quality is also good but it is about 90%.
Bass quality is also equal to sound quality.
I don't no about built quality because I'm not expert in that so let see how long it will go..
Super fast delivery with prime membership in such pandemic situation.

I have small head with less hair to it is bit big for me 😅. See the pick for reference.",4.0 out of 5 stars
Value for money.. awesome bass quality.,5.0 out of 5 stars
Best experience we can get .,5.0 out of 5 stars
Value of money nice product,5.0 out of 5 stars
The audio quality is decent and looks are also decent. The thing is for me it was not comfortable at all. It pains my ear most of the time. So for comfort i will not suggest this one.,2.0 out of 5 stars
"For headsets,always go for HP,Logitech etc
For this device, initially for the first 2 months, all was well. After that, I had to manually hold the mic near my mouth for every call in order to get a clear audio experience. It's very sad. Also, it hurts the ear after usage of around 40 mins. This device has a very low durability. The microphone is suboptimal. The headset sound is average at best. For the current price, it's understandable. But please don't advertise it, like it's the best product in this segment. It's not !!",2.0 out of 5 stars
"Average quality Headphone, but considering price it's ok to go for it.",5.0 out of 5 stars
Bestest audio quality but worst cable qualitky due to which one ear may don't work. I personally reordered 2 times but in both headphones wire quality was worst and one ear didn't work on the first day.. When you twist the wire little bit.. Also they may say its portable but its not.. Even when walking with this headphones.. The cable somehow makes it little uncomfortable for me to walk.. So i recommend to get headphones which has blutooth.. Still I'll say.. That this has best audio quality..,3.0 out of 5 stars
"GENUINE REVIEW:----------

Just Got it... Received today.
----------------------------------------
Bass was SuperB. I am using Snapdragon Audio+ and Bass was outstanding on mobiles 🤩 BUT Laptop Output had Low Bass 😞. But the Punches and Thump i felt from the pads when playing music on mobile was great.
----------------------------------------
Pads are really soft and comfortable on the ears..
Wire Quality is Good and soft as well.

No Inner Ear pain.. I used it for 1 hour continuously, but the auricle of the ear was paining because of tight grip it gets on your head after 1 hour. 😖Loose it by stretching it up on the book.
----------------------------------------
And Lastly Jack is well built with springs on the end for long lasting.

VERDICT:- 4/5😌

-1 Because of Auricle Pain 😖",4.0 out of 5 stars
"Grip of East cups has got too lose after some week, headband is quite much bigger by length so that not able to adjust exact on my ears. Audio quality is average. No noise cancellation in mic",3.0 out of 5 stars
"I enjoy every music with deep hardcore bass. Built quality (good, strong)",5.0 out of 5 stars
Good,5.0 out of 5 stars
Decent headphones with good quality sound. Bass lovers big yes... Music lovers can try equaliser or use medium volume. Overall satisfied with boat 900 wired headphones.,5.0 out of 5 stars
"Headphones have become quite the necessity in these pandemic days of online existence. Whilst they might look sturdy, the majority of them end up looking the worse for wear because of the constant use and contact with sweat. they also develop all kinds of problems, such as the sound coming only through one ear, or crackling, sooner rather than later. No headphone of mine, irrespective of price, has survived for more than two years. This one was also no different. Had to discard it after two years because the sound stopped coming. Before that, there was an odd problem where the head phone took over the YouTube controls and the video would start and stop randomly. Battery life wasn't also all that great.",3.0 out of 5 stars
"Best base and sound effects
Osm product this is",4.0 out of 5 stars
Nice,4.0 out of 5 stars
This price range the product is so cool 😎,4.0 out of 5 stars
Best in class and budget,4.0 out of 5 stars
"Why this headphones are great!
- sound quality is great, if you are pure Bass lover and looking for a budget headphones, these are for you.
- Headphones are designed to improve Bass so, Music clarity is little less but really balanced with boosted bass.
- it's duel foldable, means can be folded in two ways and it comes real handy while traveling, fits nicely in the bag.
- headband has nice synthetic leather stitching and feels soft, comfortable on the head. Hight of head band is adjustable and quality is real good.
-Ear muffs also have synthetic leather, feels soft and great, noise cancellation is really good I can't hear any noise after putting it on.
-head phone jack is 3.5 mm full metal and not gold coated, some people are complaining about it but the brochure they provide in the box is universal it comes with every boat headphones, so that info might differ.
-head phone jack comes with this protection spring which helps it to avoid bending, and damages from bending.
- Mic quality is very good campared to other headphones in this range, I have more than 5 headphones and mic quality of this headphones beats them all.
- cable is thick and excellent quality, doesn't tangle so easily.
-i only had one problem with this headphones, I don't know if it is because my ears are so big or something else but I can't wear these for more than two hours. My ears starts paining, it's not like these are not comfortable in my ear or something. Don't know the real reason.",4.0 out of 5 stars
Good headphone ♥️🌹,5.0 out of 5 stars
Good headphone ♥️🌹,4.0 out of 5 stars
Good headphone ♥️🌹,4.0 out of 5 stars
It's a good headphone for the price u pay. The only downside for me is that it becomes uncomfortable to wear after some time.,4.0 out of 5 stars
"The product is so good better sound quality, best bass but not good noise cancellation....
And one more thing package of product wasn't good...",4.0 out of 5 stars
"See everything is really good but the comfort level is zero because the cups starts to give you pain after some time on ear bones, causing discomfort. So I returned it.",3.0 out of 5 stars
The product is good in terms or build quality and sound. But the mic is not very responsive and for most cases I'm not audible to the listener while I use the mic.,4.0 out of 5 stars
"-->PROS:
1.EXCELLENT SOUND CLARITY AND BASS.
2.AT 100% SOUND BASS IS MORE THAN I EXPECTED AND STUNNING QUALITY.
3.ALL MY PREVIOUS HEADSETS WORE OUT AT CONNECTOR WHICH CONNECTS 3.5MM JACK TO MOBILE OR PC,BUT THIS ONE COMES WITH METALLIC SPRING LIKE PROTECTOR (AT JOINT)WHICH PREVENTS WIRE BENDING AND WEAR AND TEAR.
4.AT FIRST I THOUGHT IT WAS SO SMALL FOR MY HEAD ,BUT LATER DISCOVERED ITS HEIGHT IS ADJUSTABLE(LAME ME) AND ITS FOLD-ABLE AND PORTABLE TOO.
5.COMES WITH ONE YEAR MANUFACTURER WARRANTY FROM BOAT.
-->CONS:
1.ITS QUITE (ALMOST) VERY TIGHT AND SQUEEZING MY EARS EVER SINCE I BOUGHT THIS ,HOPE IT WILL BECOME LOOSE IN FUTURE, IT MAKES ME STRESSED AND NOT ABLE TO WEAR MORE THAN AN HOUR SINCE NO AIR FLOW AND COMPLETELY DUMPS AIRFLOW.
2.AT SOME INSTANCES I FEEL IT VERY HEAVY TO WEAR AND CAUSE ME LOWER EAR PAIN.
3.NO VOLUME ADJUST BUTTON OR WHEEL,HAS ONLY ONE BUTTON TO ATTEND CALLS .
4.AT 100% VOLUME BASS MAKES HEADPHONES TO VIBRATE ,CAUSING ABOUT 1-3 % DISTORSION IN MUSIC(NOT VERY NOTICABLE IN ALL SONGS ONLY FEW EXCEPTIONS).",4.0 out of 5 stars
goo,5.0 out of 5 stars
"Merit:
1. Good insulation from surrounding noise.
2. Build quality.
3. Delivery is quick.
4. Good bass.
Demerit:
1. Functional key with microphone.
2. There is product number or information in the box.
3. No instructions manual.",4.0 out of 5 stars
Best in this range. The quality is so good. The bass is even better. Boat's are levelling up with their products. I bought it for just casual use like listening music. Haven't tried gaming yet. Don't listen to naysayers. Just go with it. You won't regret.,4.0 out of 5 stars
Working well for me. I use the product mainly for official meetings. Doing its job perfectly.,4.0 out of 5 stars
Best Thing to BYe,4.0 out of 5 stars
If you are using boatbasshead 225 earphones and wana try out this headphones....i will surely go with boatbasshead 225... it provides more bass than this,3.0 out of 5 stars
"Bass and sound quality is uncompromising. The product is quite compact and sturdy. Finishing is edge to edge and beautifully polished. Though the long cable with inbuilt microphone and multifunctional button looks promising, the button there does not work properly. I have just fell in love with this product except the problem addressed above. Hope to get one delivered with all the promised quality in next order I'm going to place very soon.",3.0 out of 5 stars
This is good for gaming,4.0 out of 5 stars
"After 6 months , headset sound is crashing
Poor sound quality",3.0 out of 5 stars
Good for the price.,4.0 out of 5 stars
"This is my 11th boat headphone and that goes to show how much I have come to trust this brand of headphones.

I have previously (and currently) owned these audio devices from Boat:
1. Boat Stone 260 (Oct 2017)
2. Boat Stone 600 (May 2018)
3. Boat Bassheads 225 (Sept 2018 - 1no , Oct 2018 - 3nos)
7. Boat Rockers 265 (Feb 2019)
8. Boat Stone Granade XL (May 2019)
9. Boat Bassheads 242 (Aug 2020)
10. Boat Bassheads 900 (July & Sept 2020)

It is a value for money product, affordable and most importantly, an Indian brand.

'nuf said!",5.0 out of 5 stars
It is very good in this price range. I use this for attending my regular meetings and it is awesome. Though it cancels the outer noise to you but if you are playing loud music then it will be heard by others.,4.0 out of 5 stars
"It's an Average product

It hurts alot in your Ears even if you wear for 15min

Max volume in this is like 50%of the rest
which is not good",3.0 out of 5 stars
"Good quality headphone - 3.5mm jack, nice sound,
poor packing, Seal was open",5.0 out of 5 stars
 Its good with this price.,4.0 out of 5 stars
"Awesome sound and bass quality. Only one disadvantage in the product that the handset is somewhere loose. Overall it is quite good, if you're looking for study and listening song.
Boat always provide modern look, you don't have to worry about wire because it provide only one wire in the right side with 1m in length.",4.0 out of 5 stars
The design is appealing and sound quality is too good. I have purchased it for my long office calls...and it serves the purpose efficiently. I used for 8-10 hrs a day and I am completely satisfied.,4.0 out of 5 stars
Very good quality bass,5.0 out of 5 stars
Sound quality is no doubt good.,5.0 out of 5 stars
"If you want branded headset which are cheap,go for it.
If you use them carefully they last long and also do the work",5.0 out of 5 stars
Just a head phone nothing for a greater experience,4.0 out of 5 stars
Little overpriced rest is ok,4.0 out of 5 stars
